,date,tweet,location
696,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
697,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
698,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Earth
699,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
700,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…","Canberra, Australian Capital T"
701,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…","Abuja, Nigeria"
702,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",Nigeria
703,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Ib Nigeria
704,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via @thecable…",Nigeria
705,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ibadan, Nigeria"
706,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Abuja, Nigeria"
707,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Niger
708,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",Nigeria
709,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",AROUND
710,2020-05-09,"CLOSE-UP: Babafemi Taiwo, the @UniIbadan product leading #US search for COVID-19 drug https://t.co/l4sDZdtSJE via… https://t.co/0v9m0AM9u5",Nigeria
711,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
712,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Minna/Abuja, Nigeria"
713,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
714,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ijebu-Ode, Nigeria"
715,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Abeokuta, Nigeria"
716,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",
717,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Ilorin, Kwara State, Nigeria "
718,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",The state of pride 
719,2020-05-09,A different tone of voice towards pharma and their contribution in fighting COVID-19. Recognition of all the effort… https://t.co/7iMbdXjOI2,"Voorburg, Netherlands"
720,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Lagos, Nigeria"
721,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…",La'gbo Young John 
722,2020-05-09,"RT @thecableng: CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE

#COVID19 #…","Abuja, Nigeria"
723,2020-05-09,"CLOSE-UP: Babafemi Taiwo, the UI product leading US search for COVID-19 drug | TheCable https://t.co/l4sDZdtSJE… https://t.co/caC5vXvvnt",Nigeria
724,2020-05-09,RT @RugyendoQuotes: Uganda President @KagutaMuseveni reveals in his 13th #M7Address that Ugandan Scientists have started working on a #COVI…,Earth
725,2020-05-09,RT @RugyendoQuotes: Uganda President @KagutaMuseveni reveals in his 13th #M7Address that Ugandan Scientists have started working on a #COVI…,Africa 
726,2020-05-09,The race for #coronavirus #vaccines: a graphical guide https://t.co/UPoy57mrPZ #COVID19vaccine https://t.co/YXnNUOXDUt,"Manhattan, NY"
727,2020-05-09,"RT @Vaxyourfam: A #COVID19vaccine would train the body to defend itself against the #coronavirus *before* ever coming into contact with it,…",
728,2020-05-09,As Per @HindustanTimes  every third indian is in #Redzone . So I assume cities which are in red zone later it will… https://t.co/NB2eaMrXsa,"Madhubani, India"
729,2020-05-09,"When a viable COVID19 vaccine is developed:
Who will get the Covid19 #vaccine first?
Who will get the #COVID19vaccine last?","Dallas, TX"
730,2020-05-09,"@thehill Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?","Dallas, TX"
731,2020-05-09,Uganda President @KagutaMuseveni reveals in his 13th #M7Address that Ugandan Scientists have started working on a… https://t.co/Mn71rwF7mX,"Kampala, Uganda"
732,2020-05-09,"RT @17EmeraldRoses: Bill &amp; Melinda Gates on #TogetherAtHome last night. See thread too. ☝🏻

#BillGates #WHO #GlobalCitizen #Vaccine #Mandat…",
733,2020-05-09,A #COVID19vaccine would train the body to defend itself against the #coronavirus *before* ever coming into contact… https://t.co/JFmamlqrxJ,United States
734,2020-05-09,For what it's worth ... https://t.co/AtzdDPn2Hx #mandatoryvaccine #mandatoryvaccination #vaccinedamage… https://t.co/Oj9TMwwSuj,"Nonlocal, Ubiquitous"
735,2020-05-09,"RT @SUSPICIOUSsMIND: People when vaccine is ready for the public 🐑🐑🐑😳🙄

#COVID19vaccine 

#coronavirusvaccine
#COVIDー19Vaccine

#BillGatesV…",Still Above Ground
736,2020-05-09,"People when vaccine is ready for the public 🐑🐑🐑😳🙄

#COVID19vaccine 

#coronavirusvaccine
#COVIDー19Vaccine… https://t.co/hGcTND9U1Z",
737,2020-05-09,"RT @EmergingGrowth1: $TGHI Touchpoint Group Holdings (OTC Pink: TGHI) Signs Licensing Agreement with Royal Personal Training

https://t.co/…",
738,2020-05-09,"RT @EmergingGrowth1: $TGHI Touchpoint Group Holdings (OTC Pink: TGHI) Signs Licensing Agreement with Royal Personal Training

https://t.co/…",NY / FL
739,2020-05-09,$TGHI Touchpoint Group Holdings (OTC Pink: TGHI) Signs Licensing Agreement with Royal Personal Training… https://t.co/nzHvWbmmwm,
740,2020-05-09,We’re continuing to support research and therapy development to fight #COVID19. See how we can support your work:… https://t.co/ulwFAtUZJr,Global
741,2020-05-09,"#Covid19vaccine hunt heats up globally, still no guarantee
https://t.co/A0qXmWO1QQ",
742,2020-05-09,"When Exactly Can We Expect a Covid-19 Vaccine? Well, It’s Complicated

https://t.co/AGWGmIzHDA

#Coronavirus #COVID19 #COVID19vaccine",World Wide Web
743,2020-05-09,"RT @Joseph_Santoro: Trump launched “Operation Warp Speed” to deliver a #COVID19Vaccine by January, months ahead of standard timelines.

The…","Washington, DC"
744,2020-05-09,"RT @17EmeraldRoses: Bill &amp; Melinda Gates on #TogetherAtHome last night. See thread too. ☝🏻

#BillGates #WHO #GlobalCitizen #Vaccine #Mandat…",
745,2020-05-09,"Creating a safe #COVID19Vaccine would allow lockdowns to be lifted and social distancing rules to be relaxed
https://t.co/beYDXI2e3W",
746,2020-05-09,"RT @ANN_Newsable: Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to develop a…",#IAmNewIndia 
747,2020-05-09,"Join us for a virtual panel on the impact of #AI in this #pandemic.

https://t.co/Mm0ewltajw… https://t.co/a4XBo39XdU","Miami, FL"
748,2020-05-09,"RT @ANN_Newsable: Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to develop a…",India
749,2020-05-09,"RT @EmergingGrowth1: $CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$XYN $REGN $RGNX…",
750,2020-05-09,"RT @EmergingGrowth1: $CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$XYN $REGN $RGNX…",NY / FL
751,2020-05-09,"RT @EmergingGrowth1: $CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$CYDY $AZN $BBIO…",Albania
752,2020-05-09,"RT @EmergingGrowth1: $CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$CYDY $AZN $BBIO…",
753,2020-05-09,"RT @EmergingGrowth1: $CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$CYDY $AZN $BBIO…",NY / FL
754,2020-05-09,"$CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$XYN $REGN… https://t.co/pX5qfZs397",
755,2020-05-09,"$CYDY $MATN Just Released – A Video Update on their Progress with Coved-19

https://t.co/DTceuvG5FG

$CYDY $AZN… https://t.co/s763p8baDt",
756,2020-05-09,"RT @ANN_Newsable: Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to develop a…",Bharath
757,2020-05-09,"RT @ANN_Newsable: Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to develop a…","Bengaluru, India"
758,2020-05-09,"Even as millions world over continue to get infected by the deadly #COVIDー19 virus, countries are scrambling to dev… https://t.co/DXASdamrrj","Bengaluru, India"
759,2020-05-09,Can someone explain to me how a population can achieve #herdimmunity without #COVID19 antibodies?… https://t.co/a9ayQgf8rx,"Boston, MA"
760,2020-05-09,"@politico Not to worry, he won’t be in office by the time a vaccine is ready.  #NovemberIsComing donnie
#coronavirusvaccine #COVID19vaccine",Toronto 🇨🇦 / Melbourne 🇦🇺
761,2020-05-09,"RT @news_primestar: Trump Says COVID-19 vaccine will be available by end of year 
#DonaldTrump #COVID19vaccine #COVID19
https://t.co/IfWQfP…","Ibadan, Nigeria"
762,2020-05-09,US will have COVID-19 vaccine by year's end: US President Trump #COVID19Vaccine #USPresidentTrump #BreakingNews… https://t.co/p0Ego86Prp,Chandigarh
763,2020-05-09,"Trump Says COVID-19 vaccine will be available by end of year 
#DonaldTrump #COVID19vaccine #COVID19
https://t.co/IfWQfPEOiv via @stylodee","Ibadan, Oyo State, Nigeria"
764,2020-05-09,⁦@BBCr4today⁩ #Coronavirus #Covid19vaccine will not be available to everyone if it is not  #vegan. The 2019 flue va… https://t.co/txXd5KUitk,"North West, England"
765,2020-05-09,"US President expects to have a vaccine to treat the Corona virus by the end of the year

#Coronavirus #USA… https://t.co/por9N7b74W",Kuwait
766,2020-05-09,"RT @Cris_SciQuant: Under the eyes of the world, will Oxford win the race to produce a coronavirus vaccine? https://t.co/cWtAotkHyL
via @Tel…",Gold Coast
767,2020-05-09,"RT @CM_SLAGGA30: Retweet and Retweet‼️‼️‼️
It has been said.. ""Herbs are for the healing of the nation"" 
#COVID19SouthAfrica #Covid19SA #Co…",Jozi south Vaal 
768,2020-05-09,"RT @CM_SLAGGA30: Retweet and Retweet‼️‼️‼️
It has been said.. ""Herbs are for the healing of the nation"" 
#COVID19SouthAfrica #Covid19SA #Co…",South Africa
769,2020-05-09,"Retweet and Retweet‼️‼️‼️
It has been said.. ""Herbs are for the healing of the nation"" 
#COVID19SouthAfrica… https://t.co/1D1jgU0pl0",Tembisa 16Dirty-Dirty
770,2020-05-09,"Under the eyes of the world, will Oxford win the race to produce a coronavirus vaccine? https://t.co/cWtAotkHyL
via… https://t.co/uLlUMrV9KC",Mexico. 
771,2020-05-09,"#Coronavirus: We will have a #vaccine by the end of year, says @realDonaldTrump 

#COVID19 #COVID19vaccine… https://t.co/fLvc2Mc44e","Mohali, India"
772,2020-05-09,"COVID-19 Vaccine: Donald Trump expressed confidence over Coronavirus vaccine, reveals its availability… https://t.co/zf4CzSzsVD","New Delhi, India"
773,2020-05-09,RT @aspiesmom: You choose: risk #Coronavirus OR risk #COVID19vaccine,Pretoria / South Africa
774,2020-05-09,RT @aspiesmom: You choose: risk #Coronavirus OR risk #COVID19vaccine,San Diego
775,2020-05-09,RT @aspiesmom: You choose: risk #Coronavirus OR risk #COVID19vaccine,Pinterest #CDCwhistleblower
776,2020-05-09,RT @bigredSINY: So where do you sign up for covid19 vaccine research. I'm 100 percent willing to be a test subject #covid19 #SARS_CoV2 #SAR…,Albania
777,2020-05-09,So where do you sign up for covid19 vaccine research. I'm 100 percent willing to be a test subject #covid19… https://t.co/0qQHxgcwIS,Oregon
778,2020-05-09,"US President Donald Trump: We will have COVID-19 vaccine by the end of year

#USA #uspresident #DonaldTrump… https://t.co/TjZ3RY0VM6","908, 9th Floor, Tower A1, Ansal Corporate Park, Sector 142, Noida"
779,2020-05-09,"@BreitbartNews Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?
The idea of “Social… https://t.co/WBaV0xjbPO","Dallas, TX"
780,2020-05-09,"RT @WLaowai8: Which country will be the first to develop a vaccine, tried and tested? 

#covid19 #COVID19vaccine #staysafe #coronavirus",United States
781,2020-05-09,"Dr David Nabarro, a special envoy to the WHO on Covid-19, said no 'absolute assumption' can be made 'that a vaccine… https://t.co/fjtB4vfFpd",India
782,2020-05-09,"Trump hand signals and says confident a #Covid19Vaccine will be developed this year. @SkyNews #Coronavirus 
https://t.co/nXuFh0Qowg",Europe
783,2020-05-09,"@realDonaldTrump Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?
The idea of “Socia… https://t.co/IpVbmrYRHs","Dallas, TX"
784,2020-05-09,"POLITICO: #drdumbassdonnieknowlittle  predicts #Covid19vaccine by end of year, contradicting top health officials.… https://t.co/3btvmYwI5A","Florida, USA"
785,2020-05-09,"@NatashaBertrand @nahaltoosi With all due respect &amp; apologies to our dear longtime American friends &amp; allies, we ab… https://t.co/xYFUfmeOG7",Toronto 🇨🇦 / Melbourne 🇦🇺
786,2020-05-09,RT @kapekaya: Only #COVID19Vaccine 💉can resurrect global economy.,Mega Manila
787,2020-05-09,"FLASH:  #Trump says #US to have #coronavirus #vaccine by 'End of this Year'. Via #JkLatestUpdates
.
.… https://t.co/JXNRenUhg3",Jammu and Kashmir 
788,2020-05-09,"While $Ino investors are frustrated with absense of a single approved vaccine, we now understand how slow &amp; costly… https://t.co/RKBTBINsxZ",
789,2020-05-09,RT @CM_SLAGGA30: The live stream with Brian Rose and David Icke was taken down on youtube at 90k views.. Ask yourself whats being hidden…,Birmingham
790,2020-05-09,RT @ellenthoen: Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important questions…,Istanbul based
791,2020-05-09,"RT @WLaowai8: Which country will be the first to develop a vaccine, tried and tested? 

#covid19 #COVID19vaccine #staysafe #coronavirus",
792,2020-05-09,RT @CM_SLAGGA30: The live stream with Brian Rose and David Icke was taken down on youtube at 90k views.. Ask yourself whats being hidden…,"Birmingham, England"
793,2020-05-09,The live stream with Brian Rose and David Icke was taken down on youtube at 90k views.. Ask yourself whats being hi… https://t.co/rJ0u3yrSSp,Tembisa 16Dirty-Dirty
794,2020-05-09,"Oxford scientist says its vaccine is making headway, could show efficacy by June #COVID19vaccine  https://t.co/U9TbXfrjL8","Wisconsin, USA"
795,2020-05-09,"Leading health experts have raised alarming questions about what if the world never sees a #COVID19Vaccine, as in t… https://t.co/8Q5qYRcUjU","Bhubaneshwar, India"
796,2020-05-09,"Trump launched “Operation Warp Speed” to deliver a #COVID19Vaccine by January, months ahead of standard timelines.… https://t.co/QgP3o2BWSu","Washington, DC 20009"
797,2020-05-09,RT @orfonline: India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to be learnt…,"Gurugram, India"
798,2020-05-09,India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to b… https://t.co/0HQaaRZvlH,India
799,2020-05-09,"RT @carblessness: I agree. As a healthcare worker, I’m very concerned about vaccine mandates. I’ve been able to avoid annual flu jabs, but…","Tempe, AZ"
800,2020-05-09,"RT @BillEllson: Coronavirus vaccine: WHO to issue guidelines on proposed use of human challenge trials 
#COVID #Covid_19 #COVID19outbreak #…",Deptford
801,2020-05-09,"RT @ptcnews: #Coronavirus: #PGIMER starts clinical trial to position immunomodulator #Sepsivac as a drug

#CoronavirusVaccine #CoronaVaccin…",India
802,2020-05-09,"The COVID Vaccine: Simple Facts Staring Us in the Face https://t.co/XFc48F7znK The ""entire '#COVID #pandemic' is an… https://t.co/pp0zXuqPJD","Nonlocal, Ubiquitous"
803,2020-05-09,"I agree. As a healthcare worker, I’m very concerned about vaccine mandates. I’ve been able to avoid annual flu jabs… https://t.co/hzwUdBQDkO","Alabama, USA"
804,2020-05-09,"Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?
The idea of “Social murder,” used b… https://t.co/rKxAgnfJZa","Dallas, TX"
805,2020-05-09,"#COVID19Vaccine : Safety trial of 'Mycobacterial w' drug completed, says PGIMER Director, Chandigarh https://t.co/pjoSDKMSF0",Hyderabad - India
806,2020-05-09,"A ray of hope @ICMRDELHI @ABPNews @mybmc please get it done soon like remdesivir was done by FDA
#COVID19India… https://t.co/zmLwgGAv3v","Mumbai, India"
807,2020-05-09,Read more @ https://t.co/aWlmx9YDA5 #IndiaFightsCorona #COVID19vaccine https://t.co/Q22nmBzTqX,"Mumbai, India"
808,2020-05-09,"What happens if a coronavirus vaccine is never developed? It has happened before
https://t.co/8629bckvla… https://t.co/n4Oyvo3CfM","Wisconsin, USA"
809,2020-05-09,RT @CM_SLAGGA30: RETWEET AND RETWEET‼️‼️‼️‼️ #Covid_19 #COVID19SouthAfrica #COVID19vaccine #COVID19Lockdown,"Gombe, Nigeria"
810,2020-05-09,RETWEET AND RETWEET‼️‼️‼️‼️ #Covid_19 #COVID19SouthAfrica #COVID19vaccine #COVID19Lockdown https://t.co/Bqoq1qoZiC,Tembisa 16Dirty-Dirty
811,2020-05-09,Lets Break the internet today‼️‼️RT and RT‼️why is he being censored so much? what is being hidden from the masses?… https://t.co/uRPZLbKAb1,Tembisa 16Dirty-Dirty
812,2020-05-09,@Marfoogle Sounds like DARPA knows COVID-19 really attacks cells lining our arterial system causing a whole slew of… https://t.co/wtyhkmIgqG,"Brisbane, Queensland"
813,2020-05-09,Only #COVID19Vaccine 💉can resurrect global economy.,Mega Manila
814,2020-05-09,"RT @amfahindia: Improving the air we breathe in, especially during an indoor-driven lockdown across the world, will help us rebuild not jus…",
815,2020-05-09,RT @aspiesmom: You choose: risk #Coronavirus OR risk #COVID19vaccine,Canada
816,2020-05-09,RT @ellenthoen: Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important questions…,Schweiz
817,2020-05-09,When Coronavirus Vaccine Will Available | Covid 19 Vaccine News https://t.co/jZ7mcTLP36 via @YouTube #coronavirus… https://t.co/SrbFaGvVij,United States
818,2020-05-09,"#Doctors and #nurses 
are handling pressure with fearless measures..
Fill the hope of seeds in their god gifted han… https://t.co/OsvnWHLT0F","Bengaluru South, India"
819,2020-05-09,"@WKTV Why bother? @NYGovCuomo , is not about to #OpenNewYork , until a #COVID19vaccine is released. One… https://t.co/JAMx0aFsKT",Rome New York
820,2020-05-09,"Developing #CovidVaccine is Like Flying a Plane While Trying to Build It

#TedMRoss, director of the Center for Vac… https://t.co/WpgOJlkvJs","Hyderabad, India"
821,2020-05-09,"Coronavirus vaccine: WHO to issue guidelines on proposed use of human challenge trials 
#COVID #Covid_19… https://t.co/ihdLjGpDLu",Deptford
822,2020-05-09,"RT @TrulyProgressiv: Bill GATES' @gatesfoundation 
Partners With @DARPA &amp; the @DeptofDefense,
For a NEW #DNA_Nanotech #COVID19Vaccine!

Via…",Left Coast
823,2020-05-09,Oxford's Breakthrough Covid-19 Vaccine Could Save Sports and Damn Near Everything Else #Oxford #Covid19Vaccine… https://t.co/zu7Hqn16Ao,Snarksville
824,2020-05-09,"RT @KrystleLai: Good piece on the need to hold drug companies to account: ""Developing an effective and universally available #COVID19vaccin…","Athens, Greece"
825,2020-05-09,You choose: risk #Coronavirus OR risk #COVID19vaccine,Pinterest #CDCwhistleblower
826,2020-05-09,"Avoid them like the plague - #coronavirus #covid19 #china #america #usa #seattle #covidiots
Read More:… https://t.co/nC16y84dcq",United States
827,2020-05-09,RT @ellenthoen: Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important questions…,"Geneva, Switzerland"
828,2020-05-09,Dr. Maurice Hilleman holds the record for the quickest delivery of a vaccine from the lab to the clinic: four years… https://t.co/ZlGT539TBY,On a Basketball Court
829,2020-05-09,"RT @WoehKathryn: BEWARE ! Thimerosal preservative in influenza vaccines in 

NEURODEGENERATIVE !!

I am a Reformed Vaccine Provider for the…","Colorado, USA"
830,2020-05-09,"BEWARE ! Thimerosal preservative in influenza vaccines in 

NEURODEGENERATIVE !!

I am a Reformed Vaccine Provider… https://t.co/fqx8BiQ9Qd",Kingdom of Heaven
831,2020-05-09,"Hope this made up, completely bogus @CitronResearch claim against much needed #coronavirusvaccine #COVID19vaccine b… https://t.co/FGt3CeLPsk",
832,2020-05-09,"With at least 115 #vaccine projects in #laboratories, the #science is hurtling forward so fast and bending so many… https://t.co/uw47bksEMn",Qatar
833,2020-05-09,RT @ellenthoen: Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important questions…,
834,2020-05-09,As #LockdownEnds next deadly move by #CorruptPoliticians of Zoo is to experiment with her 200 million citizens with… https://t.co/0xxmF0w2GT,
835,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",
836,2020-05-09,It seems we are placing our post-lockdown hopes on a vaccine or cure. We do not know for certain that a vaccine can… https://t.co/ij9lHIcu7G,"Oakland, CA"
837,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…","Lagos, Nigeria"
838,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",
839,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…","Lagos, Nigeria"
840,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",Zion 
841,2020-05-09,"The development of a COVID-19 vaccine must be done equitably where no one group is privileged by their nationality,… https://t.co/Ew9TZctUB6","North Carolina, USA"
842,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",Lagos
843,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",
844,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…",
845,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",Nigeria
846,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",God knows 
847,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…","Lagos, Nigeria"
848,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",international
849,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",All around The web.
850,2020-05-09,"Why Nigeria?
@WHO: Clinical trials of COVID-19 vaccines to begin in #Nigeria https://t.co/1QLCufpZkS via… https://t.co/IrPZGDZ2Qk",Lagos
851,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",Nigeria
852,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…",Nigeria
853,2020-05-09,"RT @thecableng: WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm

#COVID19 #StayH…","Port Harcourt, Nigeria"
854,2020-05-09,WHO: #Nigeria has expressed interest to be part of COVID-19 drug trials | TheCable https://t.co/LIVllOHKxm… https://t.co/oK53gUFQ0S,Nigeria
855,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…",Colombia
856,2020-05-09,No they won't continue to keep working on it. Why? It takes money and they will have ZERO liability if they get the… https://t.co/du6jswI15A,"Colorado Springs, CO"
857,2020-05-09,RT @ellenthoen: Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important questions…,United Kingdom
858,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…","Genébra, Suíça"
859,2020-05-09,"RT @PhilNews247: Japan Offers Anti-Flu Drug Against COVID-19 To Philippines For Free
#Avigan #COVID19Vaccine #Japan #COVID19Ph
https://t.co…",#France 🇫🇷🌺🌺🇫🇷
860,2020-05-09,"COVID-19 Vaccine May Be Made In India

COVID-19 Vaccine May Be Made In India, Yes you read it correctly.… https://t.co/IBMplyzo5H",India
861,2020-05-09,RT @ellenthoen: Congratulations to the @JennerInstitute on their important work to develop a #COVID19vaccine These are important questions…,"Monrovia, Liberia"
862,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…","Chicago, IL"
863,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…",DC
864,2020-05-09,"RT @SuerieMoon: Indeed, these are critical questions re future access to a #covid19vaccine. Easy way to answer them is to publish the agree…","Geneva, Switzerland"
865,2020-05-09,Wake Up! To #COVID19vaccine https://t.co/IYk87B41as https://t.co/eZK1A8YCJC,UK
